,index,word,sum_prob
567,5439,ethnarque,2.983204879633205
568,5441,amoché,2.963253423708501
569,5448,aplatisseur,2.8861839190899685
570,5471,zinzin,2.972966099113287
571,5482,intemporel,2.8506150036596405
572,5484,soldeur,2.9371448338216606
573,5496,yiddishiste,2.97243873660218
574,5498,kolkhosien,2.878094814413605
575,5500,cardiopathe,2.918449766701839
576,5515,psycho-ethnologue,2.9739753149210415
577,5525,réimprimeur,2.968124712978167
578,5566,personnaliste,2.9692333137918445
579,5573,hiécharchiste,2.836169627102286
580,5576,collaborationniste,2.973033900395345
581,5586,demi-cent,2.872703923042019
582,5588,naisseur,2.97895062535708
583,5589,incasique,2.8315708254384457
584,5625,rouable,2.9088321306715534
585,5633,demi-quart,2.88223269931228
586,5636,synécologiste,2.8516799807064057
587,5648,franquiste,2.9559749541503684
588,5663,nestorien,2.9399159916985855
589,5690,sous-lieutenance,2.9165008040023874
590,5694,libérable,2.8838890413697347
591,5721,sexo-thérapeute,2.9610491046783234
592,5731,traumatologiste,2.9515956727161194
593,5734,mousquetaire,2.9667864212263875
594,5743,néo-chrétien,2.8546000687977315
595,5748,théosophe,2.9345823524183574
596,5755,rocker,2.898750731037215
597,5756,stomatologiste,2.9430814068253706
598,5759,odontostomatologiste,2.8033067594947445
599,5766,loupeur,2.920599624059345
600,5767,radioécologiste,2.9108973420856077
601,5773,déverseur,2.810295803431974
602,5809,nubien,2.9113762143596795
603,5815,préparationnaire,2.932267932526061
604,5826,sophistique,2.8743970998787534
605,5829,phénoméniste,2.9846799841214997
606,5849,pèlerine,2.910180989899717
607,5855,bancocrate,2.9434763844781227
608,5860,pantagruéliste,2.961253448503281
609,5865,escarmoucheur,2.8894824263978096
610,5870,médicastre,2.963899862850202
611,5871,psychosomaticien,2.983461548758103
612,5875,jaïniste,2.9365670069210457
613,5881,picoreur,2.9804358074991657
614,5887,lazariste,2.961050940789914
615,5891,cruciverbiste,2.9875548375113707
616,5898,donquichottesque,2.885892582234123
617,5932,orchestrant,2.8820701985113737
618,5935,bidasse,2.959127372715688
619,5938,figuriste,2.988834690426657
620,5941,caballero,2.906127208591633
621,5972,moqueur,2.981654885273408
622,5990,dévoirant,2.883821197516594
623,6000,antif,2.9402065905713863
624,6025,psychoneurologue,2.88156727135706
625,6057,ismaélien,2.8912476340072955
626,6070,chaîniste,2.940489670091332
627,6108,francien,2.9629847909801743
628,6122,gringo,2.940056479697474
629,6133,arrière-petit-neveu,2.932538748955353
630,6135,enfantelet,2.8184727874545024
631,6136,judéo-chrétien,2.972072278063312
632,6149,paradoxeur,2.9347699437121695
633,6181,vichyste,2.9477265930318133
634,6190,rétameur,2.9536490316035087
635,6193,conclaviste,2.977011243021216
636,6194,tolstoïen,2.882076612416569
637,6197,ingestif,2.886432395506814
638,6205,pistoleur,2.85725435009815
639,6217,métrologiste,2.948673061257907
640,6239,physiologue,2.969787638444276
641,6248,marguillier,2.9676719851612186
642,6252,landwehrien,2.8407150116144666
643,6268,tartufier,2.8697316059273823
644,6269,ponceur,2.904106592331391
645,6290,mastiqueur,2.9150045465815797
646,6292,odontologiste,2.980680299908352
647,6293,géomorphologue,2.9668963407352975
648,6297,tourier,2.9217448402488757
649,6302,résinier,2.9314672368346413
650,6308,kremlinologiste,2.918095097562661
651,6313,malinois,2.8532859775766846
652,6327,brigandinier,2.944876918880766
653,6336,caïtier,2.895298863630927
654,6362,sociographe,2.970494839216603
655,6369,plainier,2.842937909446298
656,6370,pistolier,2.934106920865722
657,6408,ingénieur-système,2.9385924167922557
658,6412,premier-lieutenant,2.8255810289159706
659,6418,abordeur,2.9156103281771735
660,6423,opiumeur,2.874890790782875
661,6438,préchantre,2.9411845866633977
662,6440,ténorino,2.9594736255215546
663,6458,phycologiste,2.9402284984962086
664,6469,vice-légation,2.822395456321736
665,6478,phonolitique,2.8445383905559978
666,6480,conférent,2.802039646271552
667,6494,génétiste,2.855949576648934
668,6507,évolutionniste,2.9507824160306257
669,6523,calfateur,2.862172395266877
670,6532,félinier,2.886119955386043
671,6536,aquitain,2.8646135106876374
672,6543,universaliste,2.9613804729209123
673,6549,rabbi,2.9265154384437273
674,6570,dindonnier,2.925127101584164
675,6598,élagueur,2.9691445511014876
676,6607,dramatiste,2.9504928816739104
677,6608,calembouriste,2.9451177998860167
678,6611,jockey-club,2.9612106803865506
679,6624,divisionniste,2.983225378862141
680,6636,accoutreur,2.97574545110179
681,6648,mélodramaturge,2.9644728538612086
682,6657,frimant,2.852382550944801
683,6659,consubstantialiste,2.9534052230078447
684,6671,agrafeur,2.897210167445028
685,6675,lamaneur,2.9189859403709804
686,6683,pucheux,2.9408928761394844
687,6686,gagman,2.9712349747272935
688,6695,socioanalyste,2.986966158917588
689,6707,mystériarque,2.953988098600021
690,6724,trabucaire,2.89562114934255
691,6733,protestant,2.965647308194366
692,6734,géodésien,2.915571478981078
693,6735,ricain,2.9762310255176474
694,6741,brésilien,2.9358914282844966
695,6742,coupe-jarret,2.877028726940104
696,6755,passionnaire,2.9788791757109285
697,6777,goure,2.9437244752667997
698,6788,new-look,2.8734436572864666
699,6789,référendaire,2.924074137940441
700,6832,langueyeur,2.832885972522539
701,6838,taulier,2.9797547927737327
702,6860,suppositif,2.858043621284487
703,6864,hagiographique,2.9301273135379864
704,6867,pataphysique,2.817890288789182
705,6869,poujadiste,2.987415613042549
706,6878,couleuvrinier,2.81395039600661
707,6893,halluciné,2.957068753275437
708,6895,impolitesse,2.8257870012183806
709,6899,hérésiarque,2.984230458127286
710,6902,râpeur,2.8667359904873644
711,6904,ratineuse,2.9576166886040838
712,6916,niolleur,2.951778766294697
713,6918,peinturlureur,2.9613618424528556
714,6920,preux,2.915670615753483
715,6922,rhabilleur,2.8553764819968577
716,6925,postier,2.9399126255711803
717,6935,sismicien,2.9471545916510995
718,6949,brigasse,2.9187761035594666
719,6950,haut-le-coeur,2.9251449640566167
720,6959,glaciériste,2.9508877195498826
721,6967,charlot,2.8356112190276703
722,6978,volateur,2.912638343745932
723,6981,tailleuse,2.828722656826801
724,6987,sous-commissaire,2.8708575180658906
725,7008,sous-lieutenant,2.929062835879801
726,7021,glorifié,2.971238726745711
727,7022,néo-catholique,2.8685397165098507
728,7025,sédimentologiste,2.9258419280153025
729,7032,colbertiste,2.9713325709925065
730,7035,diplomatique,2.8773104572638637
731,7036,pugilistique,2.8951105945460296
732,7038,affirmé,2.9532457218361903
733,7071,anthropologiste,2.9865391520770377
734,7101,carbonateur,2.841775800956872
735,7114,déflegmateur,2.957683512760134
